43.103	2727
43.108	0
43.113	0
43.118	0
43.123	2727
43.128	0
43.133	0
43.138	0
43.143	0
43.148	2727
43.153	0
43.158	3032
43.163	0
43.168	0
43.173	0
43.178	0
43.183	0
43.188	0
43.193	0
43.198	0
43.203	0
43.208	48592
43.213	514928
43.218	698688
43.223	1386496
43.228	1710208
43.233	2072960
43.238	2315008
43.243	2459136
43.248	2432768
43.253	2688768
43.258	2590720
43.263	2083520
43.268	2454528
43.273	2689024
43.278	2208512
43.283	2728448
43.288	3122944
43.293	3258368
43.298	2274560
43.303	2777856
43.308	2031296
43.313	2641920
43.318	2632704
43.323	2730752
43.328	2696704
43.333	2917376
43.338	2487040
43.343	2649600
43.348	2117120
43.353	2394112
43.358	2378496
43.363	1585984
43.368	2213376
43.373	2509824
43.378	2387712
43.383	2387712
43.388	2085632
43.393	2303488
43.398	2096000
43.403	2460160
43.408	1509504
43.413	1623488
43.418	2191360
43.423	2036800
43.428	1951936
43.433	2082880
43.438	2228480
43.443	1947840
43.448	1847936
43.453	1795328
43.458	2025536
43.463	1745408
43.468	1321792
43.473	1811456
43.478	1738048
43.483	1666624
43.488	1641664
43.493	1656448
43.498	1747136
43.503	1593984
43.508	1515328
43.513	1092352
43.518	1392640
43.523	1404032
43.528	1496640
43.533	1482304
43.538	1448000
43.543	1300032
43.548	1353856
43.553	1437120
43.558	1114176
43.563	1319488
43.568	1202048
43.573	1343488
43.578	1371264
43.583	1105536
43.588	1194496
43.593	1312320
43.598	1133888
43.603	1260288
43.608	1051776
43.613	1215616
43.618	1047424
43.623	1097408
43.628	1032576
43.633	756608
43.638	766528
43.643	742592
43.648	802176
43.653	793728
43.658	834112
43.663	886592
43.668	811264
43.673	656512
43.678	912832
43.683	617664
43.688	629184
43.693	803712
43.698	765376
43.703	647168
43.708	760064
43.713	786624
43.718	565312
43.723	778176
43.728	859712
43.733	574016
43.738	667072
43.743	741952
43.748	704192
43.753	516032
43.758	616448
43.763	760320
43.768	544896
43.773	485504
43.778	672448
43.783	560192
43.788	547776
43.793	428000
43.798	373232
43.803	593984
43.808	440624
43.813	702528
43.818	483600
43.823	577024
43.828	517856
43.833	657152
43.838	445744
43.843	494272
43.848	520432
43.853	453936
43.858	540352
43.863	443520
43.868	420880
43.873	463184
43.878	471168
43.883	326384
43.888	323872
43.893	378368
43.898	344752
43.903	283616
43.908	298368
43.913	309872
43.918	328640
43.923	297408
43.928	368400
43.933	360688
43.938	274576
43.943	317216
43.948	278112
43.953	342672
43.958	279472
43.963	337376
43.968	218720
43.973	283216
43.978	365296
43.983	199456
43.988	310768
43.993	389152
43.998	187088
44.003	205088
44.008	178096
44.013	356624
44.018	208160
44.023	202480
44.028	245744
44.033	251056
44.038	130172
44.043	161664
44.048	141520
44.053	139440
44.058	214576
44.063	205920
44.068	205472
44.073	126424
44.078	251216
44.083	197296
44.088	174464
44.093	241952
44.098	150896
44.103	184656
44.108	100332
44.113	199456
44.118	160224
44.123	135216
44.128	179440
44.133	182880
44.138	198752
44.143	168368
44.148	73404
44.153	61404
44.158	155328
44.163	147296
44.168	86896
44.173	107244
44.178	76660
44.183	112736
44.188	107188
44.193	90944
44.198	96244
44.203	148624
44.208	135200
44.213	126404
44.218	69172
44.223	76864
44.228	108328
44.233	110116
44.238	85140
44.243	89816
44.248	61404
44.253	62972
44.258	85103
44.263	95672
44.268	47432
44.273	65128
44.278	46708
44.283	81188
44.288	87388
44.293	39424
44.298	54460
44.303	68492
44.308	29014
44.313	60964
44.318	58168
44.323	67036
44.328	77112
44.333	44468
44.338	95788
44.343	50272
44.348	89816
44.353	68244
44.358	65160
44.363	37292
44.368	79524
44.373	44424
44.378	68840
44.383	23757
44.388	65888
44.393	39148
44.398	33672
44.403	62326
44.408	56908
44.413	27675
44.418	28428
44.423	35648
44.428	28813
44.433	34456
44.438	32840
44.443	24950
44.448	29525
44.453	19265
44.458	13465
44.463	20317
44.468	59880
44.473	67160
44.478	46328
44.483	12648
44.488	22350
44.493	48576
44.498	18805
44.503	12929
44.508	27249
44.513	14501
44.518	24364
44.523	28868
44.528	4822
44.533	32210
44.538	15360
44.543	22038
44.548	23952
44.553	19838
44.558	19677
44.563	5148
44.568	19143
44.573	23873
44.578	34504
44.583	27992
44.588	14598
44.593	0
44.598	18954
44.603	24904
44.608	6980
44.613	22900
44.618	18070
44.623	23329
44.628	5991
44.633	15410
44.638	19162
44.643	15867
44.648	23750
44.653	36372
44.658	22421
44.663	0
44.668	29697
44.673	10902
44.678	9983
44.683	24343
44.688	5315
44.693	22319
44.698	5315
44.703	0
44.708	19782
44.713	5343
44.718	18772
44.723	54292
44.728	10628
44.733	8501
44.738	8338
44.743	16859
44.748	36801
44.753	12062
44.758	2442
44.763	7955
44.768	11212
44.773	12659
44.778	27650
44.783	2421
44.788	2421
44.793	11517
44.798	3032
44.803	22500
44.808	14866
44.813	7584
44.818	16197
44.823	2727
44.828	20605
44.833	21258
44.838	7685
44.843	14897
44.848	11225
44.853	2421
44.858	2489
44.863	21737
44.868	4190
44.873	2421
44.878	13884
44.883	3338
44.888	2442
44.893	13118
44.898	0
44.903	5000
44.908	5946
44.913	5659
44.918	2727
44.923	10745
44.928	5382
44.933	0
44.938	0
44.943	0
44.948	11040
44.953	12874
44.958	5079
44.963	13505
44.968	7463
44.973	5343
44.978	9367
44.983	3949
44.988	0
44.993	9754
44.998	9425
45.003	0
45.008	0
45.013	14619
45.018	5659
45.023	11845
45.028	23550
45.033	11539
45.038	7769
45.043	5000
45.048	0
45.053	17362
45.058	9521
45.063	8938
45.068	3664
45.073	7143
45.078	2421
45.083	0
45.088	0
45.093	14383
45.098	0
45.103	5315
45.108	2727
45.113	7996
45.118	0
45.123	11103
45.128	5315
45.133	5780
45.138	2727
45.143	13884
45.148	5058
45.153	0
45.158	0
45.163	0
45.168	4906
45.173	16149
45.178	0
45.183	0
45.188	0
45.193	7770
45.198	2421
45.203	5659
45.208	7769
45.213	2727
45.219	5079
45.223	2421
45.229	0
45.234	0
45.239	2753
45.244	3364
45.248	7584
45.253	10346
45.258	9226
45.264	2727
45.269	2421
45.274	2421
45.279	0
45.284	8338
45.289	23035
45.294	0
45.299	2421
45.304	0
45.309	9539
45.314	8638
45.319	2421
45.324	9768
45.329	2750
45.334	0
45.339	9077
45.344	8079
45.349	2727
45.354	0
45.359	0
45.364	0
45.369	10027
45.374	2727
45.379	0
45.384	5453
45.389	0
45.394	10011
45.399	2421
45.404	3032
45.409	0
45.414	0
45.419	0
45.424	0
45.429	0
45.434	12087
45.439	0
45.444	4874
45.449	5358
45.454	5751
45.459	0
45.464	0
45.469	0
45.474	2421
45.479	2421
45.484	0
45.489	0
45.494	0
45.499	2727
45.504	0
45.509	2727
45.514	0
45.519	14393
45.524	5148
45.529	0
45.534	0
45.539	0
45.544	5659
45.549	2421
45.554	0
45.559	0
45.564	2727
45.569	0
45.574	2421
45.579	7174
45.584	5315
45.589	0
45.594	0
45.599	3032
45.604	0
45.609	2727
45.614	2727
45.619	0
45.624	8488
45.629	0
45.634	2421
45.639	0
45.644	5811
45.649	0
45.654	0
45.659	0
45.664	16493
45.669	0
45.674	0
45.679	0
45.684	0
45.689	4190
45.694	3032
45.699	17848
45.704	0
45.709	0
45.714	2421
45.719	0
45.724	0
45.729	2421
45.734	7816
45.739	0
45.744	0
45.749	5000
45.754	4916
45.759	0
45.764	0
45.769	0
45.774	2727
45.779	0
45.784	0
45.789	0
45.794	2421
45.799	0
45.804	0
45.809	0
45.814	0
45.819	2421
45.824	2727
45.829	0
45.834	2421
45.839	0
45.844	0
45.849	5631
45.854	0
45.859	2421
45.864	0
45.869	3032
45.874	0
45.879	0
45.884	2421
45.889	2421
45.894	3032
45.899	2727
45.904	0
45.909	2421
45.914	0
45.919	5946
45.924	2421
45.929	10495
45.934	0
45.939	7839
45.944	6746
45.949	2421
45.954	3643
45.959	2727
45.964	7892
45.969	2421
45.974	5315
45.979	0
45.984	9279
45.989	0
45.994	6981
45.999	0
